hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3, S4 (kVA), Ang4
8247, 0.00000, 1.68998, 72.6455, 4.70235, 62.6748, 4.4187, 101.628, 0, 0
8247, 1800.00000, 9.74972, 25.4769, 8.3944, 42.1238, 6.8212, 23.164, 0, 0
8248, 0.00000, 21.8368, 22.667, 15.9253, 22.3575, 19.655, 7.41753, 0, 0
8248, 1800.00000, 29.4831, 19.425, 20.152, 26.5961, 23.6307, 2.27565, 0, 0
8249, 0.00000, 35.7709, 24.2865, 22.5019, 19.6708, 33.1334, 2.14078, 0, 0
8249, 1800.00000, 44.7672, 22.5486, 30.0228, 17.0612, 42.3539, 2.71816, 0, 0
8250, 0.00000, 44.8482, 18.9446, 34.5517, 20.4865, 39.834, 6.64954, 0, 0
8250, 1800.00000, 45.0949, 22.1246, 34.6561, 15.2599, 44.8221, 7.43574, 0, 0
8251, 0.00000, 46.8411, 18.9152, 40.6806, 13.6802, 47.4765, 9.98984, 0, 0
8251, 1800.00000, 45.5232, 12.46, 39.3592, 21.4409, 37.0073, 8.31677, 0, 0
8252, 0.00000, 48.164, 15.9141, 35.8843, 25.3783, 37.6065, 3.45573, 0, 0
8252, 1800.00000, 51.706, 13.957, 41.6623, 23.6338, 40.7751, 5.91454, 0, 0
8253, 0.00000, 51.1891, 17.3295, 41.6703, 18.0332, 46.7114, 7.45394, 0, 0
8253, 1800.00000, 43.309, 23.9736, 34.347, 10.4427, 47.0471, 8.37224, 0, 0
8254, 0.00000, 40.3194, 16.2759, 34.8815, 16.1349, 37.99, 9.07383, 0, 0
8254, 1800.00000, 36.7169, 16.6232, 33.9234, 12.2499, 37.7072, 10.8231, 0, 0
8255, 0.00000, 28.2763, 23.9552, 26.4816, 3.46747, 35.3951, 11.452, 0, 0
8255, 1800.00000, 22.0888, 20.9482, 17.6297, 12.0855, 22.762, 7.19405, 0, 0
8256, 0.00000, 22.1716, 12.2776, 18.7416, 19.7447, 18.3729, 6.37567, 0, 0
8256, 1800.00000, 18.4132, 14.5844, 15.753, 16.7794, 16.6808, 7.65191, 0, 0
8257, 0.00000, 16.784, 15.5951, 14.022, 15.2626, 15.667, 6.65364, 0, 0
8257, 1800.00000, 16.7281, 15.7046, 12.4371, 19.7766, 14.1972, 2.24764, 0, 0
8258, 0.00000, 15.5489, 15.3431, 11.2108, 23.1674, 12.4013, 0.936445, 0, 0
8258, 1800.00000, 14.2686, 15.4586, 10.5083, 21.0915, 11.8074, 1.8108, 0, 0
8259, 0.00000, 14.4392, 15.2234, 10.3329, 23.7067, 11.3877, 0.507187, 0, 0
8259, 1800.00000, 11.3635, 23.6493, 7.97765, 13.3057, 11.4819, 4.51296, 0, 0
8260, 0.00000, 11.5041, 21.8756, 6.28173, 32.6774, 8.79974, -5.39915, 0, 0
8260, 1800.00000, 11.139, 22.0261, 6.67008, 28.5511, 8.95494, -1.19386, 0, 0
8261, 0.00000, 9.69831, 18.3856, 6.82686, 33.102, 6.89402, 3.1323, 0, 0
8261, 1800.00000, 13.6048, 14.3298, 11.7989, 28.1794, 10.0976, 11.7926, 0, 0
8262, 0.00000, 12.3637, 15.6635, 9.97824, 29.9739, 8.95133, 8.6055, 0, 0
8262, 1800.00000, 14.5822, 23.5955, 9.48417, 27.9802, 12.1042, 3.89809, 0, 0
8263, 0.00000, 27.4049, 24.2919, 15.0231, 35.7265, 20.8042, -2.89247, 0, 0
8263, 1800.00000, 32.2739, 22.4258, 20.8013, 31.6279, 25.0412, 2.54435, 0, 0
8264, 0.00000, 36.1479, 24.3886, 25.1167, 27.8856, 30.6132, 7.59355, 0, 0
8264, 1800.00000, 27.5463, 31.3235, 15.2989, 35.3117, 22.8624, 5.03781, 0, 0
8265, 0.00000, 15.6917, 44.9231, 6.98261, 56.2272, 12.2696, 10.2332, 0, 0
8265, 1800.00000, 10.6522, 58.7397, 6.09628, 83.7335, 6.65588, 30.4455, 0, 0
8266, 0.00000, 8.20679, 84.2733, 5.2591, 112.349, 4.66492, 60.8669, 0, 0
8266, 1800.00000, 8.0012, 137.218, 6.35668, 143.803, 6.61743, 127.677, 0, 0
8267, 0.00000, 12.6829, 141.061, 10.3516, 173.762, 5.88951, 134.731, 0, 0
8267, 1800.00000, 10.9623, 157.016, 9.41616, 159.432, 9.90664, 150.36, 0, 0
8268, 0.00000, 10.2265, 151.67, 8.30225, 160.232, 8.22435, 143.773, 0, 0
8268, 1800.00000, 7.58538, 136.806, 5.014, 153.105, 5.26127, 117.964, 0, 0
8269, 0.00000, 8.3581, 64.4358, 2.75108, 78.4073, 6.74725, 21.4889, 0, 0
8269, 1800.00000, 13.4188, 57.3432, 1.03368, 87.3464, 12.5414, -0.318128, 0, 0
8270, 0.00000, 18.9676, 39.4879, 5.25827, 29.8772, 17.8442, -4.49375, 0, 0
8270, 1800.00000, 21.8827, 30.317, 9.8659, 26.3906, 19.6733, -2.91133, 0, 0
8271, 0.00000, 21.7912, 27.2216, 11.5951, 23.8581, 19.578, -0.810064, 0, 0
8271, 1800.00000, 26.8113, 18.8208, 16.5816, 23.178, 22.2011, -3.08165, 0, 0
8272, 0.00000, 31.3393, 18.0121, 20.1657, 22.5536, 25.9516, -2.15259, 0, 0
8272, 1800.00000, 39.4676, 22.1353, 24.0657, 19.2707, 35.6843, -0.965728, 0, 0
8273, 0.00000, 39.7503, 23.8, 25.0256, 15.1211, 38.5463, 1.01046, 0, 0
8273, 1800.00000, 43.0414, 26.2022, 29.3684, 11.8578, 45.1182, 4.985, 0, 0
8274, 0.00000, 56.6773, 26.0309, 33.8602, 17.8922, 54.2063, 1.45608, 0, 0
8274, 1800.00000, 54.6967, 24.2762, 31.4518, 24.8592, 47.3132, -0.781656, 0, 0
8275, 0.00000, 52.8245, 28.38, 25.5281, 21.605, 48.8596, -2.93041, 0, 0
8275, 1800.00000, 46.1179, 23.7204, 23.6047, 28.5943, 38.0066, -5.60782, 0, 0
8276, 0.00000, 46.6409, 17.0103, 29.7207, 29.7471, 34.3724, -3.46746, 0, 0
8276, 1800.00000, 44.7316, 20.0395, 25.632, 28.0778, 35.3447, -5.0681, 0, 0
8277, 0.00000, 38.8617, 25.6442, 24.1763, 16.8747, 37.6419, 2.41312, 0, 0
8277, 1800.00000, 36.4034, 26.4077, 21.9188, 21.7141, 33.552, 2.61034, 0, 0
8278, 0.00000, 33.1482, 19.6957, 23.4055, 24.2004, 27.7308, 3.80587, 0, 0
8278, 1800.00000, 30.56, 21.2391, 20.1372, 24.049, 25.956, 1.96484, 0, 0
8279, 0.00000, 24.1649, 28.9802, 11.4183, 24.5616, 21.8373, -2.87997, 0, 0
8279, 1800.00000, 17.752, 26.7841, 11.6175, 14.4489, 18.0321, 4.64608, 0, 0
8280, 0.00000, 15.6558, 25.3015, 10.4012, 15.3611, 15.5478, 4.22897, 0, 0
8280, 1800.00000, 14.016, 22.217, 10.8051, 15.5579, 13.9021, 7.74558, 0, 0
8281, 0.00000, 12.9107, 19.3273, 10.2836, 20.9642, 11.5419, 8.67626, 0, 0
8281, 1800.00000, 14.697, 17.3921, 9.76264, 32.7728, 10.3526, -1.09144, 0, 0
8282, 0.00000, 15.8557, 20.2313, 9.36508, 34.3293, 11.5161, -4.00478, 0, 0
8282, 1800.00000, 13.0419, 20.436, 7.56234, 33.4798, 9.63035, -4.51842, 0, 0
8283, 0.00000, 13.2574, 23.2917, 6.62587, 31.7561, 10.5121, -7.12139, 0, 0
8283, 1800.00000, 10.6359, 22.3316, 6.11686, 28.6207, 8.57825, -2.57361, 0, 0
8284, 0.00000, 9.2189, 19.7585, 6.28017, 28.7182, 7.18695, 2.5769, 0, 0
8284, 1800.00000, 9.32898, 20.7431, 6.65801, 28.4405, 7.4449, 5.79909, 0, 0
8285, 0.00000, 10.5545, 29.1516, 5.34206, 28.3963, 9.21462, -0.458594, 0, 0
8285, 1800.00000, 8.59848, 19.4295, 9.65801, 13.5861, 9.96085, 21.6289, 0, 0
8286, 0.00000, 10.2268, 18.2049, 9.03961, 22.6673, 9.03879, 13.7615, 0, 0
8286, 1800.00000, 13.0474, 23.365, 8.88751, 26.2755, 11.1041, 5.59309, 0, 0
8287, 0.00000, 22.8195, 30.3406, 10.7403, 28.707, 20.0968, -1.60613, 0, 0
8287, 1800.00000, 25.6098, 30.7799, 12.8118, 25.0343, 23.4812, 0.608167, 0, 0
8288, 0.00000, 23.1476, 27.3118, 16.9029, 19.3992, 22.9703, 10.2932, 0, 0
8288, 1800.00000, 20.2053, 26.999, 14.6453, 26.4281, 18.227, 11.4193, 0, 0
8289, 0.00000, 20.2243, 35.7176, 14.2175, 17.5545, 22.2116, 14.4822, 0, 0
8289, 1800.00000, 24.2872, 25.9903, 20.7222, 25.4178, 22.9127, 17.9694, 0, 0
8290, 0.00000, 17.702, 30.6278, 13.9831, 29.3438, 16.467, 18.7663, 0, 0
8290, 1800.00000, 12.0935, 44.2992, 8.04825, 34.0006, 12.0599, 23.2109, 0, 0
8291, 0.00000, 11.0748, 49.2882, 6.15274, 37.423, 10.8689, 21.8199, 0, 0
8291, 1800.00000, 10.3374, 49.0674, 8.59848, 16.6676, 13.7177, 27.8147, 0, 0
8292, 0.00000, 10.8606, 51.8831, 8.62055, 16.0711, 14.5311, 28.0238, 0, 0
8292, 1800.00000, 11.7618, 49.4036, 11.4116, 12.0331, 17.401, 29.9356, 0, 0
8293, 0.00000, 12.0084, 53.3711, 6.37531, 24.2051, 13.5147, 21.4891, 0, 0
8293, 1800.00000, 15.2138, 59.1621, 3.14666, 49.6168, 14.426, 10.9274, 0, 0
8294, 0.00000, 12.9903, 67.9776, 1.96406, 94.204, 11.4156, 13.4411, 0, 0
8294, 1800.00000, 13.5761, 59.6048, 2.45002, 57.0657, 12.6408, 9.48384, 0, 0
8295, 0.00000, 17.7417, 41.7447, 8.18586, 26.708, 17.5232, 8.55285, 0, 0
8295, 1800.00000, 16.4311, 40.7942, 8.6955, 18.3086, 17.5614, 10.1701, 0, 0
8296, 0.00000, 23.0018, 36.4422, 14.2088, 10.7012, 26.1304, 9.24347, 0, 0
8296, 1800.00000, 22.2909, 22.6297, 20.6889, 15.3637, 23.8425, 15.7744, 0, 0
8297, 0.00000, 33.1676, 20.818, 23.8869, 20.433, 29.8152, 4.98602, 0, 0
8297, 1800.00000, 38.8124, 25.4256, 23.5705, 21.7113, 35.418, 2.0668, 0, 0
8298, 0.00000, 40.5859, 24.9863, 23.9878, 23.9933, 35.8002, 0.877921, 0, 0
8298, 1800.00000, 33.2056, 25.597, 21.9539, 21.7026, 30.7328, 5.50459, 0, 0
8299, 0.00000, 31.3555, 22.7888, 22.056, 23.7277, 27.5621, 6.15444, 0, 0
8299, 1800.00000, 36.4585, 19.2564, 24.2538, 28.9133, 28.1209, 0.925728, 0, 0
8300, 0.00000, 39.726, 18.9668, 28.295, 26.1755, 31.9628, 3.86056, 0, 0
8300, 1800.00000, 33.9057, 19.9511, 23.5283, 27.3609, 27.1183, 3.56533, 0, 0
8301, 0.00000, 30.1934, 22.3539, 20.9397, 24.921, 25.8943, 5.34235, 0, 0
8301, 1800.00000, 31.276, 22.9982, 18.9611, 28.6443, 25.4541, 0.28576, 0, 0
8302, 0.00000, 32.2496, 27.8269, 15.1771, 25.8551, 28.502, -4.13018, 0, 0
8302, 1800.00000, 32.5695, 24.9757, 15.9934, 30.6844, 26.6537, -5.83919, 0, 0
8303, 0.00000, 29.4617, 25.8776, 13.974, 30.9499, 24.3226, -6.05416, 0, 0
8303, 1800.00000, 20.4697, 23.0331, 12.2826, 25.0584, 17.4247, -0.251345, 0, 0
8304, 0.00000, 15.3433, 19.495, 11.7239, 21.7079, 13.4611, 6.97581, 0, 0
8304, 1800.00000, 11.3558, 16.4484, 10.7054, 20.9592, 10.2873, 15.4978, 0, 0
8305, 0.00000, 10.6809, 12.2599, 11.1171, 22.5123, 9.17791, 19.8683, 0, 0
8305, 1800.00000, 10.2311, 17.3265, 8.48467, 26.4169, 8.1989, 10.7834, 0, 0
8306, 0.00000, 10.5438, 16.757, 7.74195, 33.4508, 7.23506, 4.00663, 0, 0
8306, 1800.00000, 8.76168, 17.5, 6.69605, 29.9112, 6.51832, 6.84887, 0, 0
8307, 0.00000, 9.74062, 19.2536, 6.05906, 30.1415, 7.37336, -2.32286, 0, 0
8307, 1800.00000, 9.08706, 19.7826, 5.5102, 29.8274, 6.96705, -2.94064, 0, 0
8308, 0.00000, 10.0858, 18.535, 6.44726, 30.3794, 7.52164, -1.76166, 0, 0
8308, 1800.00000, 10.7436, 23.505, 5.94226, 28.2632, 8.83204, -2.92896, 0, 0
8309, 0.00000, 11.3769, 27.6273, 5.21165, 27.9334, 9.84085, -5.16132, 0, 0
8309, 1800.00000, 10.5485, 15.9752, 7.4056, 33.1893, 7.17596, 0.512889, 0, 0
8310, 0.00000, 8.77108, 15.2096, 7.09966, 30.4703, 6.23633, 8.49297, 0, 0
8310, 1800.00000, 10.761, 19.1371, 7.70994, 30.8754, 8.05113, 4.76792, 0, 0
8311, 0.00000, 14.9877, 30.4573, 7.20852, 27.4719, 13.3656, -0.82512, 0, 0
8311, 1800.00000, 16.3691, 35.4997, 6.28564, 22.9753, 15.6827, -2.03536, 0, 0
8312, 0.00000, 18.9192, 33.6216, 8.51264, 22.4657, 18.0767, 0.0778384, 0, 0
8312, 1800.00000, 23.3738, 29.7558, 10.9471, 31.9445, 19.8567, -2.42469, 0, 0
8313, 0.00000, 23.0251, 26.6662, 11.8566, 35.1036, 18.2193, -2.66508, 0, 0
8313, 1800.00000, 22.871, 21.7099, 17.028, 26.4965, 19.2111, 8.45198, 0, 0
8314, 0.00000, 28.9114, 15.5075, 25.7438, 27.2432, 22.5445, 14.0232, 0, 0
8314, 1800.00000, 22.8848, 21.7835, 18.4333, 26.1105, 19.6995, 12.4107, 0, 0
8315, 0.00000, 22.174, 25.29, 14.934, 27.4041, 19.0542, 6.89975, 0, 0
8315, 1800.00000, 21.9981, 23.9973, 14.4853, 31.5658, 17.4817, 5.08016, 0, 0
8316, 0.00000, 21.6915, 27.9655, 16.4614, 21.8219, 21.2821, 12.9845, 0, 0
8316, 1800.00000, 17.1022, 28.6366, 16.5958, 13.1384, 20.6305, 19.7572, 0, 0
8317, 0.00000, 17.3929, 24.4003, 17.1762, 16.9926, 19.1815, 20.1486, 0, 0
8317, 1800.00000, 17.9189, 16.2508, 16.9214, 33.2931, 12.7962, 20.6335, 0, 0
8318, 0.00000, 13.9679, 19.9984, 14.5811, 31.2696, 11.7925, 28.3643, 0, 0
8318, 1800.00000, 12.1284, 26.4409, 10.4258, 30.3767, 10.7075, 20.337, 0, 0
8319, 0.00000, 17.0155, 22.3383, 12.174, 32.7861, 13.0054, 7.79611, 0, 0
8319, 1800.00000, 20.3387, 13.6192, 18.2281, 29.6572, 14.5748, 13.9396, 0, 0
8320, 0.00000, 21.8437, 18.2882, 17.1261, 27.2861, 17.3189, 8.54967, 0, 0
8320, 1800.00000, 23.4268, 15.8043, 20.7865, 23.7682, 19.5462, 12.8193, 0, 0
8321, 0.00000, 29.8948, 17.7606, 22.5435, 27.3959, 23.3025, 5.98064, 0, 0
8321, 1800.00000, 34.0674, 21.3906, 25.6575, 21.4245, 30.7438, 7.67327, 0, 0
8322, 0.00000, 39.8071, 20.5481, 29.1532, 22.3296, 34.8465, 5.91295, 0, 0
8322, 1800.00000, 41.7738, 19.3894, 30.2579, 24.8797, 34.577, 4.88389, 0, 0
8323, 0.00000, 39.0401, 16.4904, 28.0947, 27.4405, 29.629, 2.31074, 0, 0
8323, 1800.00000, 36.0198, 15.2475, 28.0449, 25.1789, 28.0825, 5.29872, 0, 0
8324, 0.00000, 32.5819, 12.5701, 28.0834, 26.4473, 24.14, 9.65564, 0, 0
8324, 1800.00000, 25.3018, 15.3813, 23.1535, 22.3625, 21.7201, 13.8009, 0, 0
8325, 0.00000, 27.3979, 15.8689, 22.0599, 24.1395, 22.1177, 7.45862, 0, 0
8325, 1800.00000, 25.8335, 17.8533, 20.1419, 22.4557, 21.9687, 6.88186, 0, 0
8326, 0.00000, 27.2186, 9.62744, 23.1984, 27.8129, 18.3937, 6.96565, 0, 0
8326, 1800.00000, 29.1569, 6.5864, 24.2718, 31.5476, 16.7627, 2.97723, 0, 0
8327, 0.00000, 23.6275, 4.89471, 20.3935, 31.2202, 13.1326, 4.47208, 0, 0
8327, 1800.00000, 20.5703, 5.49435, 18.781, 27.8137, 12.8277, 9.10618, 0, 0
8328, 0.00000, 16.7278, 3.19493, 16.8779, 26.6639, 10.538, 15.7481, 0, 0
8328, 1800.00000, 13.1484, 5.03406, 13.6335, 23.1039, 9.59508, 16.8009, 0, 0
8329, 0.00000, 10.2414, 14.2334, 10.2752, 20.0637, 9.34192, 17.338, 0, 0
8329, 1800.00000, 11.0835, 8.10749, 11.4141, 22.725, 8.68527, 17.4457, 0, 0
8330, 0.00000, 10.523, 13.6676, 9.46093, 24.3007, 8.40253, 12.3948, 0, 0
8330, 1800.00000, 9.37992, 18.1779, 6.64578, 33.1102, 6.64272, 3.29597, 0, 0
8331, 0.00000, 8.68925, 18.9967, 6.12424, 31.9811, 6.36157, 3.78491, 0, 0
8331, 1800.00000, 7.91407, 18.4636, 5.8037, 30.7447, 5.87631, 5.42732, 0, 0
8332, 0.00000, 7.42001, 17.8909, 5.55644, 30.5625, 5.48224, 6.08475, 0, 0
8332, 1800.00000, 10.9119, 28.6709, 5.46257, 29.9942, 9.32762, -1.30672, 0, 0
8333, 0.00000, 10.1611, 29.7947, 5.06329, 27.4203, 9.01281, -0.353535, 0, 0
8333, 1800.00000, 8.50323, 27.6272, 5.28499, 22.6363, 7.89085, 4.99794, 0, 0
8334, 0.00000, 9.36534, 21.5612, 7.40229, 22.7745, 8.40683, 10.4232, 0, 0
8334, 1800.00000, 11.0217, 24.3476, 7.13538, 26.8887, 9.37242, 4.28217, 0, 0
8335, 0.00000, 18.4492, 34.2965, 7.75167, 22.8669, 17.6001, -1.03748, 0, 0
8335, 1800.00000, 17.5786, 37.9432, 8.25636, 11.3765, 18.9759, 3.66022, 0, 0
8336, 0.00000, 12.1167, 38.3116, 6.98229, 16.8225, 13.061, 10.2129, 0, 0
8336, 1800.00000, 11.2596, 43.1367, 6.71642, 16.8859, 12.7292, 14.8866, 0, 0
8337, 0.00000, 8.37721, 38.2944, 8.27427, 18.5271, 10.6762, 27.9773, 0, 0
8337, 1800.00000, 7.16163, 40.0295, 7.79395, 33.5573, 8.21331, 40.4851, 0, 0
8338, 0.00000, 5.41532, 88.2784, 2.70559, 108.1, 3.77639, 55.8005, 0, 0
8338, 1800.00000, 4.56816, 112.969, 5.27062, 124.954, 4.05457, 128.067, 0, 0
8339, 0.00000, 4.71213, 117.257, 5.90216, 126.836, 4.64827, 135.441, 0, 0
8339, 1800.00000, 5.99197, 138.999, 4.5465, 129.041, 6.15566, 122.928, 0, 0
8340, 0.00000, 6.88716, 61.8527, 4.50299, 86.222, 4.16028, 40.952, 0, 0
8340, 1800.00000, 7.80972, 38.0721, 6.11113, 78.9479, 2.85752, 22.6151, 0, 0
8341, 0.00000, 15.9557, 23.6302, 9.65791, 64.0118, 7.59401, -11.0218, 0, 0
8341, 1800.00000, 14.5158, 12.213, 12.8428, 46.2248, 6.36945, 14.4287, 0, 0
8342, 0.00000, 18.2745, 19.1638, 13.4465, 36.217, 12.4594, 6.55044, 0, 0
8342, 1800.00000, 22.2945, 23.3604, 12.2355, 36.8555, 16.4855, -4.02819, 0, 0
8343, 0.00000, 19.7935, 21.3581, 13.2288, 29.0714, 15.7084, 3.16211, 0, 0
8343, 1800.00000, 22.7643, 17.089, 16.746, 26.4293, 17.769, 3.92347, 0, 0
8344, 0.00000, 26.9764, 16.8009, 21.7381, 23.7202, 22.2786, 8.11234, 0, 0
8344, 1800.00000, 28.9758, 13.695, 23.5352, 25.3762, 22.0734, 6.54463, 0, 0
8345, 0.00000, 33.1664, 14.3507, 25.6898, 27.5882, 24.3681, 4.61421, 0, 0
8345, 1800.00000, 42.7092, 16.5256, 35.2101, 23.0259, 35.7345, 8.96898, 0, 0
8346, 0.00000, 47.9217, 14.1918, 41.6166, 23.6428, 38.6864, 10.4556, 0, 0
8346, 1800.00000, 52.6838, 8.5837, 49.5465, 25.6218, 37.591, 12.72, 0, 0
8347, 0.00000, 56.2226, 9.54031, 48.2109, 24.401, 40.8148, 6.56893, 0, 0
8347, 1800.00000, 46.084, 8.30484, 41.8901, 23.1468, 34.0311, 9.23843, 0, 0
8348, 0.00000, 37.5991, 2.92094, 37.6845, 24.5539, 24.7575, 14.0111, 0, 0
8348, 1800.00000, 35.0246, 5.73395, 33.2244, 25.7103, 23.4359, 11.6454, 0, 0
8349, 0.00000, 42.9762, 15.643, 33.6755, 25.1475, 33.7962, 5.97663, 0, 0
8349, 1800.00000, 35.7464, 13.0351, 29.4519, 24.4392, 27.4578, 6.68571, 0, 0
8350, 0.00000, 31.4719, 11.5789, 27.7287, 23.0001, 24.6048, 9.33548, 0, 0
8350, 1800.00000, 33.1177, 12.0104, 26.938, 23.4113, 25.3676, 4.88997, 0, 0
8351, 0.00000, 29.6567, 14.9032, 20.3108, 27.5853, 21.825, -1.86296, 0, 0
8351, 1800.00000, 19.8496, 6.90442, 17.8884, 25.9408, 13.3388, 8.53347, 0, 0
8352, 0.00000, 15.3877, -0.793568, 16.5198, 24.5953, 9.55603, 18.4461, 0, 0
8352, 1800.00000, 13.2627, 1.39417, 14.5873, 23.9046, 9.03915, 20.6648, 0, 0
8353, 0.00000, 12.7743, 10.2075, 13.1479, 16.0976, 11.7957, 14.7766, 0, 0
8353, 1800.00000, 12.4132, 12.3314, 12.7936, 12.5347, 12.5686, 13.9379, 0, 0
8354, 0.00000, 13.1496, 12.003, 11.5123, 17.51, 11.3863, 7.41259, 0, 0
8354, 1800.00000, 12.6408, 11.8491, 9.96893, 21.1416, 9.98128, 2.49586, 0, 0
8355, 0.00000, 11.6839, 11.875, 8.80413, 27.5677, 8.17642, 0.684994, 0, 0
8355, 1800.00000, 10.5914, 9.90629, 8.23198, 28.6775, 6.98804, 0.875535, 0, 0
8356, 0.00000, 9.7593, 5.66174, 9.42977, 27.8193, 6.23176, 13.8941, 0, 0
8356, 1800.00000, 8.72711, 18.9711, 6.85436, 26.6936, 7.06871, 9.07069, 0, 0
8357, 0.00000, 10.5789, 19.5983, 7.76742, 28.8798, 8.26065, 6.32189, 0, 0
8357, 1800.00000, 11.5533, 17.1281, 10.781, 21.789, 10.395, 15.6877, 0, 0
8358, 0.00000, 12.3783, 15.992, 10.0142, 29.4271, 9.11658, 8.93182, 0, 0
8358, 1800.00000, 15.2105, 15.5956, 11.491, 33.6778, 10.1686, 4.66617, 0, 0
8359, 0.00000, 24.7914, 26.902, 14.1434, 27.6613, 21.3716, 1.57288, 0, 0
8359, 1800.00000, 26.3418, 26.4899, 17.0066, 23.0526, 24.1499, 5.53596, 0, 0
8360, 0.00000, 28.3316, 27.1226, 21.4723, 15.2041, 29.7764, 10.3781, 0, 0
8360, 1800.00000, 26.7531, 29.7422, 21.5641, 9.75937, 31.3067, 12.4123, 0, 0
8361, 0.00000, 21.0741, 24.6857, 20.5668, 12.5784, 24.507, 17.6546, 0, 0
8361, 1800.00000, 14.0902, 32.8605, 12.3688, 12.2755, 17.1595, 18.1587, 0, 0
8362, 0.00000, 15.6718, 31.7033, 11.0321, 24.5109, 15.2771, 13.4315, 0, 0
8362, 1800.00000, 12.9752, 34.2768, 8.4781, 30.1325, 12.0152, 13.6928, 0, 0
8363, 0.00000, 8.98826, 47.4932, 5.33677, 45.3806, 8.02635, 23.4813, 0, 0
8363, 1800.00000, 7.97713, 55.4843, 4.11064, 32.8556, 8.49286, 24.155, 0, 0
8364, 0.00000, 7.1082, 68.2617, 4.06275, 32.8894, 8.51057, 36.6203, 0, 0
8364, 1800.00000, 8.48014, 30.339, 9.78807, 32.3561, 8.92735, 38.7162, 0, 0
8365, 0.00000, 6.76653, 28.3039, 9.36159, 43.5378, 6.5942, 57.2809, 0, 0
8365, 1800.00000, 20.3038, 12.4554, 17.344, 34.269, 12.6374, 10.5992, 0, 0
8366, 0.00000, 23.9498, 15.9777, 17.646, 32.5092, 16.4926, 3.44576, 0, 0
8366, 1800.00000, 21.302, 23.5356, 13.5438, 25.8833, 18.1354, 2.67077, 0, 0
8367, 0.00000, 27.7354, 28.0349, 11.961, 32.8066, 23.1346, -6.82051, 0, 0
8367, 1800.00000, 25.7886, 25.4682, 14.1384, 23.6426, 22.8372, -1.44738, 0, 0
8368, 0.00000, 25.9109, 22.6436, 16.7783, 15.3203, 24.8682, 1.14532, 0, 0
8368, 1800.00000, 30.4366, 19.1484, 21.9022, 15.7116, 28.4763, 2.62805, 0, 0
8369, 0.00000, 38.3981, 19.373, 25.6204, 15.3675, 35.6493, -0.373254, 0, 0
8369, 1800.00000, 49.7377, 17.1896, 32.4844, 21.2202, 41.5448, -2.35936, 0, 0
8370, 0.00000, 47.0166, 12.928, 32.863, 30.2777, 31.958, -2.76926, 0, 0
8370, 1800.00000, 45.5214, 8.55632, 36.9364, 28.7953, 29.2236, 2.6811, 0, 0
8371, 0.00000, 51.8049, 9.90451, 41.9914, 28.3359, 34.5815, 3.77324, 0, 0
8371, 1800.00000, 43.6064, 13.5275, 36.0543, 23.5533, 34.3725, 7.0597, 0, 0
8372, 0.00000, 40.1414, 20.5245, 29.0895, 18.6537, 36.8613, 4.64659, 0, 0
8372, 1800.00000, 41.2931, 21.5135, 25.4855, 25.4825, 34.3777, -0.50578, 0, 0
8373, 0.00000, 35.2352, 17.4899, 26.729, 21.4582, 30.0826, 4.99897, 0, 0
8373, 1800.00000, 37.8406, 18.7072, 28.4167, 20.5233, 33.2781, 5.26108, 0, 0
8374, 0.00000, 35.4168, 18.9489, 26.4272, 18.382, 32.1613, 4.66797, 0, 0
8374, 1800.00000, 29.7903, 18.9967, 21.7091, 18.8098, 26.7697, 3.73636, 0, 0
8375, 0.00000, 23.9256, 17.8043, 15.8, 25.43, 19.0019, -0.968514, 0, 0
8375, 1800.00000, 18.6637, 10.793, 15.9147, 28.546, 12.7292, 8.06447, 0, 0
8376, 0.00000, 14.5875, 8.76221, 15.1193, 21.268, 11.9743, 17.3634, 0, 0
8376, 1800.00000, 11.4945, 12.9245, 12.8422, 15.9168, 11.6733, 20.2502, 0, 0
8377, 0.00000, 9.90089, 13.1904, 11.6852, 13.6043, 10.8352, 21.6178, 0, 0
8377, 1800.00000, 9.42374, 14.0539, 9.05587, 18.8977, 8.56205, 14.2958, 0, 0
8378, 0.00000, 10.4411, 17.5067, 8.26645, 23.4765, 8.71749, 7.64743, 0, 0
8378, 1800.00000, 9.20689, 15.0017, 7.01904, 34.0699, 6.03436, 4.68088, 0, 0
8379, 0.00000, 9.17624, 12.9655, 7.72029, 31.4637, 6.14115, 9.41312, 0, 0
8379, 1800.00000, 8.03996, 14.4215, 6.51127, 31.5393, 5.50754, 8.01198, 0, 0
8380, 0.00000, 9.21278, 17.0337, 7.60917, 27.0202, 7.25956, 10.4795, 0, 0
8380, 1800.00000, 10.4461, 21.8346, 6.43126, 34.3324, 7.73054, -0.312111, 0, 0
8381, 0.00000, 11.1223, 18.1616, 7.52031, 35.9182, 7.51471, 0.474606, 0, 0
8381, 1800.00000, 11.1204, 18.5937, 9.74344, 22.5256, 9.88239, 13.4939, 0, 0
8382, 0.00000, 10.9228, 15.2851, 9.42245, 23.6977, 8.95712, 10.8191, 0, 0
8382, 1800.00000, 15.3032, 12.2448, 14.0506, 24.5224, 11.9326, 12.886, 0, 0
8383, 0.00000, 23.4915, 19.0303, 16.0121, 30.8275, 17.5311, 1.99297, 0, 0
